id,label,birthplace_old,date,daterange_0,daterange_1,deathplace_old,description_rt,family,geoname,gnid,job,job_0,job_1,job_2,job_3,job_4,lat,literature,literature_0,literature_1,literature_10,literature_11,literature_12,literature_13,literature_14,literature_15,literature_16,literature_17,literature_18,literature_19,literature_2,literature_20,literature_21,literature_22,literature_23,literature_24,literature_25,literature_26,literature_27,literature_28,literature_29,literature_3,literature_4,literature_5,literature_6,literature_7,literature_8,literature_9,lng,name,name_0,name_1,name_2,name_3,name_4,name_5,name_6,name_7,name_8,name_9,salsah_comment,salsah_comment_0,salsah_comment_1,salsah_comment_10,salsah_comment_11,salsah_comment_12,salsah_comment_13,salsah_comment_14,salsah_comment_15,salsah_comment_16,salsah_comment_17,salsah_comment_18,salsah_comment_19,salsah_comment_2,salsah_comment_20,salsah_comment_3,salsah_comment_4,salsah_comment_5,salsah_comment_6,salsah_comment_7,salsah_comment_8,salsah_comment_9
344267,R. E. Chapallaz fils,,1910,,,,"<p>Fotoatelier in Lausanne, das von <a class=""salsah-link"" href=""IRI:344033:IRI"">Robert-Edouard Chapallaz</a> 1910 von dessen Vater Louis Chapallaz übernommen wurde. Ab etwa 1938 wurde es vermutlich vom Sohn von Robert-Edouard Chapallaz weitergeführt. (Siehe <a href=""https://foto-ch.ch/#/home#detail=26943&type=photographer"">fotoCH</a>)</p>",,,,,,,,,,,"Literatur: Breguet, Elisabeth: 100 ans de photographie chez les Vaudois, 1839-1939, Lausanne 1981",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R. E. Chapallaz fils,Edit. d'art R. E. Chapallaz fils,,,,,,,,,,Relevante Archive: Burgerbibliothek Bern,Relevante Archive: ETH-Bibliothek in Zürich,,,,,,,,,,,,,,,,,,,
344266,Photohaus Rembrandt,,,,,,<p>Fotogeschäft in Schaffhausen (Stadt).</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photohaus Rembrandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344265,Photo Stettler,,,,,,<p>Fotograf oder Fotogeschäft in Bern.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photo Stettler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344264,Photo Puorger-Jehli,,,,,,<p>Photo Puorger-Jehli war ein Fotogeschäft und Postkartenverlag in Bergün.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photo Puorger-Jehli,,,,,,,,,,,Relevante Archive: ETH-Bibliothek in Zürich,,,,,,,,,,,,,,,,,,,,,
344263,Kunstanstalt Frobenius A.G.,,,,,,<p>Kunstanstalt Frobenius A.G. war ein Postkartenverlag mit Sitz in Basel.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunstanstalt Frobenius A.G.,,,,,,,,,,,,Relevante Archive: Staatsarchiv des Kantons Bern,Relevante Archive: Dokumentationsbibliothek St. Moritz,,,,,,,,,,,,,,,,,,,
344262,Central-Photo,,,,,,<p>Es handelt sich um ein Postkartenverlag mit Geschäftsstelle in Sierre.</p>,,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,Verwendete Quellen: Mediathèque valais in Martigny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central-Photo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344261,Lorson et fils,,1913,,,,"<p>F. Lorson et fils arbeiteten in Bern um 1908-1913 (siehe <a href=""https://foto-ch.ch/#/home#detail=1381&type=photographer"">FotoCH</a>).</p>",,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,Verwendete Quellen: foto-ch.ch,,,,,,,,,,,"Literatur: Boschung, Moritz; Deutschfreiburger Heimatkundeverein und von den Sensler Gemeinden (Hg.): Sensebezirk. 1848-1998. Zum 150jährigen Bestehen des Sensebezirks im Kanton Freiburg, Freiburg 1998",,,,,,,,,,,"Literatur: Schweizer Photographen Verein: Jubiläumsschrift 1886-1911, Bern 1911",,,,,,,,,Lorson et fils,F. Lorson et fils,,,,,,,,,,Relevante Archive: Schweizerische Nationalbibliothek in Bern,Relevante Archive: ETH-Bibliothek in Zürich,,,,,,,,,,,,,,,,,,,
344260,Kunstverlagsanstalt Bruno Hansmann,,,,,,<p>Die Kunstverlagsanstalt Bruno Hansmann war Postkartenverlag mit Sitz in Kassel.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunstverlagsanstalt Bruno Hansmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344258,Foire de la St. Denis,,,,,,<br/>Zweck: Jahrmarkt  <br/>,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foire de la St. Denis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344256,Rathaus Dornbirn,,,,,,<br/>,,,,,,,,,,,Verwendete Quellen: Teilsammlung X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rathaus Dornbirn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344249,Kloster Fahr,,,,,,"<p>""Am 22. Januar 1130 schenkte Freiherr Lütold II. von Regensberg seinen ausgedehnten Grundbesitz an der Limmat dem Kloster Einsiedeln, mit der Bedingung, hier ein Frauenkloster zu errichten und zu erhalten. Fahr und Einsiedeln bilden ein Doppelkloster. Der Abt von Einsiedeln ist seit jeher auch Abt des Klosters Fahr. Diese spirituelle, rechtliche und wirtschaftliche Beziehung der beiden Klöster ist weltweit einzigartig. Der Schwesterngemeinschaft steht eine Priorin vor. 1803 – bei der Gründung des Kantons Aargau und der Errichtung der neuen Kantonsgrenze – kam das Gebiet um das Kloster Fahr in den Kanton Zürich zu liegen. Für die Klosteranlage schuf man eine aargauische Exklave. Seit dem 1. Januar 2008 ist das Kloster Fahr Teil der Aargauer Gemeinde Würenlos und wird von der Zürcher Gemeinde Unterengstringen umgeben."" (<a href=""http://www.kloster-fahr.ch/?page_id=75"">Kloster Fahr</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kloster Fahr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344241,Kloster Kirche Dornach [löschen 2016],,1673-10-24,,,,"<p>""Der Bau des Kapuzinerklosters wurde durch eine Erbschaft von Maria Magdalena von Roll [1604-1672] ermöglicht. Sie testamentierte 6000 Gulden für die Gründung eines Klosters in Dornach. Am 24. Oktober 1673 war die Einsegnung des Grundsteines. Der ganze Bau dauerte von 1674 bis 1676. Am 16. Juli 1676 zogen schliesslich vier Patres und zwei Brüder aus verschiedenen Klöstern der Innerschweiz in das vollendete Gebäude ein."" (<a href=""https://www.klosterdornach.ch/?page_id=855"">Kloster Dornach</a>)</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kloster Kirche Dornach [löschen 2016],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344234,Schloss Uster,,1100,,,,"<br/>Zweck: Burg, Kantonale Bäuerinnenschule, Privatschule (seit Sept. 1995), im Sommer zugänglich  <br/>",,,,,,,,,,,Verwendete Quellen: Teilsammlung 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schloss Uster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344232,Schloss Valeria,,1500,,,,"<br/>Zweck: Burg, Burgkirche, ehemals Residenz des Komkapitels, ganzjährig zugänglich  <br/>",,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schloss Valeria,,,,,,,,,,,"""Den Namen Valeria soll der Hügel zu Ehren von Valeriana, der Mutter des römischen Stadtpräfekten Titus Campanius Priscus Maximianus erhalten haben, der im Jahr 43 n. Chr. bezeugt ist. Der Name Valeria erscheint 1049 erstmals in einem Dokument als Residenz des Domkapitels."" (http://www.cath-vs.ch/sous-sites/chapitre-sion/valeria.html, 13.2.2013)",,,,,,,,,,,,,,,,,,,,,
344226,Schloss Worb,,1130,,,,<br/>,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schloss Worb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344223,Gasthof Säntis in Appenzell,,,,,,<span gaga={}><p>Dieses Gasthaus hatte den Zweck eines </p></span<p>Restaurants und Hotels</p>,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gasthof Säntis in Appenzell,Romantik Hotel Säntis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344222,Gasthaus Rössli in Wald,,,,,,<p>Dieses Gasthaus liegt in Wald (Zürcher Oberland)</p>,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gasthaus Rössli in Wald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344221,Gasthaus Dennler in Wiler,,,,,,<p>Dieses Gasthaus hatte den Zweck eines Wirtshauses</p>,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gasthaus Dennler in Wiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344215,Gasthof Bären in Langenbruck,,,,,,<span gaga={}><p>Dieses Gasthaus hatte den Zweck eines Wirtshauses</p></span<p></p>,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gasthof Bären in Langenbruck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344213,L'abbaye de Bonvillars,,,,,,"<p>Die ""L'abbaye de Bonvillars"" ist eine Schützengesellschaft und wird in Zusammenhang mit der <a class=""salsah-link"" href=""IRI:344302:IRI"">Teilsammlung Enquête I</a> genannt. Die Geschäftsstelle befand sich in Bonvillars.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'abbaye de Bonvillars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344212,Foto-Studio Scheidegger,,,,,,"<p>Das Foto-Studio Scheidegger hatte eine Geschäftsstelle in der Missionsstrasse 15a, Basel und wird in der Teilsammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I </a>erwähnt.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foto-Studio Scheidegger,Photo Scheidegger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344211,Edition Guggenheim & Co.,,,,,,"<span gaga={}><p>Es handelt sich um ein Postkartenverlag mit einer Geschäftsstelle in Zürich. Der Verlag wird in Zusammenhang mit der Teilsammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I</a> erwähnt wird.</p></span<p></p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edition Guggenheim & Co.,,,,,,,,,,,,Relevante Archive: Burgerbibliothek Bern,Relevante Archive: Staatsarchiv Basel-Stadt,,,,,,,,,,,Relevante Archive: Staatsarchiv St. Gallen,,Relevante Archive: Schweizerische Nationalbibliothek,Relevante Archive: Dokumentationsbibliothek St. Moritz,Relevante Archive: ETH-Bibliothek in Zürich,Ev. handelt es sich um Emil Gugenheim (vgl. Mediathèque valais in Martigny),,,
344208,Kunstverlag J. Ph. Leuthner,,,,,,"<span gaga={}><p>Kunstverlag J. Ph. Leuthner, </p></span<p>Darmstadt.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunstverlag J. Ph. Leuthner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344207,Postkartenverlag K. Engelberger,,,,,,<p>Postkartenverlag von K. Engelberger in Stans (NW).</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Postkartenverlag K. Engelberger,Postkartenverlag C. Engelberger,Postkartenverlag Karl Engelberger,"Engelberger, Stans",Postkartenverlag Carl Engelberger,,,,,,Relevante Archive: Schweizerisches Landesmuseum Zürich,,,,,,,,,,,,,,,,,,,,,
344206,Jullien frs.,,,,,,<span gaga={}><span gaga={}><p>Julien Frères ist/war ein </p></span<p></p></span<p><span gaga={}><span gaga={}>Postkartenverlag/Postkartenverleger in Genf.</span</span</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jullien frs.,"Julien frères, phot. Editeurs",Jullien frères Genève,Julien frères,"Jullien frères, Phot.-Editeurs, Genève",,,,,,,,,,,,,,,,,,,,,,,,,,,
344205,B & Co.,,,,,,"<p>Es handelt sich um einen Postkartenverlag mit Geschäftsstelle in Genf.</p><p>Es könnte sich um das Fotoatelier <a class=""salsah-link"" href=""IRI:340573:IRI"">Fred. Boissonnas & Cie</a> handeln.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B & Co.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344204,Photokunst E. Zimmermann,,,,,,<p>E. Zimmermann war Fotograf/-in und/oder besass ein Fotogeschäft in Kriens (LU).</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photokunst E. Zimmermann,"Zimmermann, E. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344203,Photo Engel,,,,,,<p>Fotogeschäft in Flums.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photo Engel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344201,Photo Buser,,,,,,<p>Fotoatelier an der Schönbeinstrasse in Basel (Universitätsbilbliothek).</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Photo Buser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344198,Edition Ray,,,,,,"<span gaga={}><p>Es handelt sich um ein Postkartenverlag mit einer Geschäftsstelle in Binche. Der Verlag wird in Zusammenhang mit der Teilsammlung </p></span<p><a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I<span gaga={}></span</a><span gaga={}> erwähnt wird.</span</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edition Ray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344191,Fridli Flug Foto,,,,,,"<p>Es handelt sich um ein Fotoatelier mit Geschäftsstelle in der Stampfenbachstrasse 133, Zürich. Das Atelier wird in Zusammenhang mit der Teilsammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I </a>erwähnt.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fridli Flug Foto,Fridli Foto Film,,,,,,,,,,Relevante Archive: ETH Bibliothek in Zürich,Relevante Archive: Zentralbibliothek Solothurn,,,,,,,,,,,,,,,,,,,
344190,Freilichtspiele Oberhasli,,,,,,<br/>,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freilichtspiele Oberhasli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344188,Feier der Schlacht bei St. Jakob an der Birs,,,,,,<br/>,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feier der Schlacht bei St. Jakob an der Birs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344187,Schlüsselzunft,,,,,,<br/>Zweck: Berufsverband der Kaufleute  <br/>,,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,Literatur: Historisches Lexikon der Schweiz: http://www.hls-dhs-dss.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlüsselzunft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344180,"Belalp, Burgat et Paris",,,,,,<p>Wahrscheinlich handelt es sich um ein Fotostudio in Lausanne.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belalp, Burgat et Paris",,,,,,,,,,,In den einschlägigen Websites Charles Paris auffindbar.,,,,,,,,,,,,,,,,,,,,,
344179,Museum Valeria,,1879,,,,"<p>Das Museum Valeria wurde 1879 gegründet und 1883 im Schloss Valeria untergebracht. (Siehe <a href=""http://www.museen-wallis.ch/kantonsmuseen/geschichte.html"">Walliser Kantonsmuseen</a>)</p>",,Sion,http://sws.geonames.org/2658576,,,,,,,46.22908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35942,,Museum Valeria, Musée de Valère,"Kantonales Museum für Geschichte, Volkskunde, Kunst in Sion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344176,Gewerbeausstellung Tessin 1941,,,,,,"<span gaga={}><p>Gewerbeausstellung Tessin 194: </p></span<p>Leistungsschau von Handwerk, Gewerbe, angewandter Kunst und  Industrie. Es gab einen Wettbewerb mit Auszeichnungen auf kantonaler Ebene.</p><p>(vgl. <span gaga={}>Iselin, Regula: Die Gestaltung der Dinge, Berlin 2012)</span</p>",,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,"Literatur: Iselin, Regula: Die Gestaltung der Dinge, Berlin 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gewerbeausstellung Tessin 1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344175,Kunst-Photographie A.-G.,,,,,,<p>Kunst-Photographie A.-G. war ein Fotogeschäft und ein Postkartenverlag mit Sitz in Binningen.</p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kunst-Photographie A.-G.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344174,Festa della Vendemia,,,,,,<br/>Zweck: Winzer-Volksfest  <br/>,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Festa della Vendemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344169,Brunner & Co.,,1901,,,,"<p>Brunner & Co. wurde 1901 von <a href=""http://www.hls-dhs-dss.ch/textes/d/D42189.php"">Jakob Brunner</a> in Zürich gegründet. 1904 folgte eine Geschäftsstelle in Como. (Siehe <a href=""https://www.foto-ch.ch/?a=fotograph&id=22149&lang=de"">fotoCH</a>)</p>",,Zurich,http://sws.geonames.org/2657896,,,,,,,47.36667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55,,Brunner & Co.,Brunner & Co. Kunstanstalt,"Brunner & C., Como",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344168,Musée gruérien,,1917,,,,"<p>Museum in Bulle das kulturwissenschaftlichen Themen des Greyerzerlandes sammelt, ausstellt und vermittelt. Es besitzt den Nachlass der Fotografendynastie <a class=""salsah-link"" href=""IRI:343734:IRI"">Glasson</a>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musée gruérien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344165,Freiwilliger Arbeitsdienst,,,,,,"<p>Der Freiwillige Arbeitsdienst wird in Zusammenhang mit der Teilsammlung <a class=""salsah-link"" href=""IRI:344302:IRI"">Enquête I </a>erwähnt.</p>",,,,,,,,,,,,"Egli, Gustav: Der Freiwillige Arbeitsdienst in der Schweiz, o.J.","Epting, Karl: Arbeitslager und freiwilliger Arbeitsdienst in Deutschland, Schweiz, Holland, Wales, 1933.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freiwilliger Arbeitsdienst,,,,,,,,,,,,"Relevante Archive: United Nations Office at Geneva, Library and Archives","Relevante Archive: Archiv für Zeitgeschichte, ETH Zürich",,,,,,,,,,,,,,,,,,,
344164,Museum Engiadinais,,1906,,,,"<p>""Das Museum Engiadinais / Engadiner Museum ist ein Museum für alpine Lebens- und Wohnkultur vom 15. bis ins 19. Jahrhundert. Das Haus wurde 1906 im Auftrag von Riet Campell eigens für die Sammlung historischer Innenräume gebaut. Der Architekt Nikolaus Hartmann schuf dafür den historisierenden Typus eines Engadinerhauses und damit eine Stilikone des sogenannten Heimatstils.</p><p>Ziel ist es, die Engadiner Lebenskultur zu bewahren und zu vermitteln, denn damals wie heute verändert sich das Engadin durch den Tourismus und die technischen Neuerungen erheblich und es droht der Verlust der regionalen Kultur und der damit verbundenen Güter."" (<a href=""http://www.museum-engiadinais.ch/ueber-uns/?lang=de"">Museum Engiadinais</a>)</p>",,Saint Moritz,http://sws.geonames.org/2658813,,,,,,,46.4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.83909,,Museum Engiadinais,Engadiner Museum,"Verlag Engadiner Museum, St. Moritz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344162,Photopress,,1980,,,,"<p>""Die Firma Photopress AG wurde als unabhängige Pressebildagentur 1931 in Zürich [durch Eugen Suter] gegründet. Nach der Einstellung der Tätigkeit 1980 ging das Archiv der Photopress 1981 an Keystone über. Als Tochtergesellschaft der Keystone nahm 1982 die neugebildete Photopress AG den Betrieb auf und wurde 2001 mit der PR-Agentur Kupper & Partner zusammengeführt, dies unter der Bezeichnung Photopress. Das Archiv der Photopress ist im Besitz von Keystone."" (<a href=""https://foto-ch.ch/#/photographer#detail=20703&type=photographer"">fotoCH</a>)</p>",,Zurich,http://sws.geonames.org/2657896,,,,,,,47.36667,,"Publikation: ""Einsiedeln. Stausee"", 1937","Publikation: ""Schweizerische Magistraten und Diplomaten : Illustriertes biographisches Album. Zeichnungen Maja Doubs, Genève. Vorlagen Photopress A.-G. Zürich"". Bern 1941 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55,,Photopress,Illustrations- und Photopress AG,Photopress AG Bilderdienst,Photopress Zürich,Photopress Schweizer Bilderdienst Zürich,,,,,,,Relevante Archive: Museum für Kommunikation in Bern,Relevante Archive: Sportmuseum Schweiz in Münchenstein,Relevante Archive: Burgerbibliothek Bern,Relevante Archive: Staatsarchiv Graubünden in Chur,Relevante Archive: Staatsarchiv Basel-Stadt,Relevante Archive: Staatsarchiv St. Gallen,Relevante Archive: Schweizerische Nationalbibliothek in Bern,Relevante Archive: Schweizerisches Landesmuseum Zürich,"Relevante Archive: Ringier Bildarchiv (RBA), Staatsarchiv Aargau in Aarau?",,,,Relevante Archive: Schweizerisches Sozialarchiv in Zürich,,Relevante Archive: Schweizerisches Bundesarchiv (Nationalarchiv) in Bern,Relevante Archive: Zentral- und Hochschulbibliothek Luzern,Relevante Archive: Keystone in Zürich,Relevante Archive: ETH-Bibliothek in Zürich,Relevante Archive: Mediathèque valais in Martigny,"Relevante Archive: Archiv für Zeitgeschichte, ETH Zürich",Relevante Archive: Staatsarchiv Bern
344161,Foto Centrale Rapid,,,,,,<span gaga={}><span gaga={}><p>Es handelt sich um einen</p></span<p></p></span<p><span gaga={}><span gaga={}> Postkartenverlag mit einer Geschäftsstelle in Locarno.</span</span</p>,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foto Centrale Rapid,"Foto Centrale ""Rapid""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344158,Verlag Museumskommission ,,,,,,<p>Es handelt sich um den Postkartenverlag des Schlossmuseum Thun.</p>,,,,,,,,,,,,Verwendete Quellen: Teilsammlung 4,URL: www.schlossthun.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verlag Museumskommission ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344155,Gewerbeschule Zürich,,,,,,,,,,,,,,,,,Verwendete Quellen: Teilsammlung 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gewerbeschule Zürich,,,,,,,,,,,,"Relevante Archive: Archiv für Zeitgeschichte, ETH Zürich",Relevante Archive: Staatsarchiv Bern,,,,,,,,,,,Relevante Archive: Staatsarchiv Basel-Stadt,,Relevante Archive: Staatsarchiv Thurgau in Frauenfeld,Relevante Archive: Staatsarchiv Zürich,1780 oder 1800 gegründet.,,,,
344154,Frauenfachschule Zürich,,1920,,,,"<p>Die Frauenfachschule Zürich mit dem Zweck der Berufsbildung wurde 1920 gegründet und hatte eine Geschäftsstelle in Zürich. Die Institution wird in Zusammenhang mit der Sammlung <a class=""salsah-link"" href=""IRI:339170:IRI"">Berufsberatung der Stadt Zürich (BBZ)</a> erwähnt.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frauenfachschule Zürich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344152,Friesenmuseum,,1908,,,,"<p>Das Friesenmuseum wird in Zusammenhang mit der Teilsammlung <a class=""salsah-link"" href=""IRI:340411:IRI"">Brockmann-Jerosch</a> erwähnt. Es ist ein naturkundliches und ethnologisches Museum, welches sich mit der Geschichte Nordfrieslands und der Insel Föhr beschäftigt. Die Geschäftsstelle befindet sich im Rebbelstieg 34, Wyk auf Föhr. Beteiligte daran ist der Föhrer Naturwissenschaftlich-kulturhistorische Verein, der Museumsverein Insel Föhr Zweck: Naturkundliches und ethnologisches Museum, Geschichte Nordfrieslands, Geschichte der Insel Föhr e.V. und der Zweckverband Dr.-Carl-Häberlin-Friesen-Museum (Siehe <a href=""http://www.friesen-museum.de"">Friesen-Museum Föhr</a>).</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Friesenmuseum,Dr. Carl-Haeberlin-Friesenmuseum Wyk auf Föhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344139,Verein Volkskunst,,,,,,"<p>Verbunden mit: S<a class=""salsah-link"" href=""IRI:336001:IRI"">chweizerische Gesellschaft für Volkskunde (SGV)</a></p>",,,,,,,,,,,,Verwendete Quellen: Teilsammlung 3,"Literatur: Hoffmann-Krayer, Eduard: Zur Einführung, in: Schweizerisches Archiv für Volkskunde 1/1897, S. 1-12 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verein Volkskunst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344138,Freilichtmuseum Königsberg,,1909,,,,"<p>Das Freilichtmuseum wurde 1909 gegründet und befindet sich in Olsztynek. Es zeigt einige Dutzend originale und rekonstruierte Gebäude aus Ermland, Masuren und preußisch Litauen. Es werden Fachwerkhäuser aus Holz, Speicher, Windmühlen, Wirtschaftsgebäude, ein Wirtshaus und ein Kirchlein gezeigt. Alle Gebäude sind mit entsprechender Ausstattung und teilweise mit Haustieren versorgt (Siehe <a href=""http://muzeumolsztynek.com.pl/de.html"">Museum Budownictwa Ludowego</a>). Das Museum wird in Zusammenhang mit der Teilsammlung <a class=""salsah-link"" href=""IRI:340411:IRI"">Brockmann-Jerosch</a> erwähnt.</p>",,,,,,,,,,,"Chodkowska, W. und K. Głowniak und M. Poniewski: Muzeum Budownictwa Ludowego - Park Etnograficzny w Olsztynku. Olsztynek 2008.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freilichtmuseum Königsberg,Freilichtmuseum der Volksbauweise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
